stem,root,class,mode,voice,modification,stem_IAST,root_IAST
jigivas,ji,,perf,para,,jigivas,ji
jigIzaRIya,ji,,fut,pass,desid,jigīṣaṇīya,ji
jigIzat,ji,,pres,para,desid,jigīṣat,ji
jigIzamAna,ji,,pres,atma,desid,jigīṣamāna,ji
jigIzitavat,ji,,past,active,desid,jigīṣitavat,ji
jigIzita,ji,,past,pass,desid,jigīṣita,ji
jigyAna,ji,,perf,atma,,jigyāna,ji
jigyAna,gA#1,3,pres,atma,,jigyāna,gā#1
jiGAMsat,han#1,,pres,para,desid,jighāṃsat,han#1
jiGAMsanIya,han#1,,fut,pass,desid,jighāṃsanīya,han#1
jiGAMsamAna,han#1,,pres,atma,desid,jighāṃsamāna,han#1
jiGAMsitavat,han#1,,past,active,desid,jighāṃsitavat,han#1
jiGAMsita,han#1,,past,pass,desid,jighāṃsita,han#1
jiGivas,hi#2,,perf,para,,jighivas,hi#2
jiGfkzaRIya,grah,,fut,pass,desid,jighṛkṣaṇīya,grah
jiGfkzat,grah,,pres,para,desid,jighṛkṣat,grah
jiGfkzitavat,grah,,past,active,desid,jighṛkṣitavat,grah
jiGfkzita,grah,,past,pass,desid,jighṛkṣita,grah
jiGyAna,hi#2,,perf,atma,,jighyāna,hi#2
jiGrat,Gf,3,pres,para,,jighrat,ghṛ
jiGrat,GrA,1,pres,para,,jighrat,ghrā
jiGramAna,GrA,1,pres,atma,,jighramāna,ghrā
jiGrARa,Gf,3,pres,atma,,jighrāṇa,ghṛ
jijigamizvas,gam,,perf,para,desid,jijigamiṣvas,gam
jijigIzARa,ji,,perf,atma,desid,jijigīṣāṇa,ji
jijigIzvas,ji,,perf,para,desid,jijigīṣvas,ji
jijiGAMsAna,han#1,,perf,atma,desid,jijighāṃsāna,han#1
jijiGAMsvas,han#1,,perf,para,desid,jijighāṃsvas,han#1
jijiGfkzvas,grah,,perf,para,desid,jijighṛkṣvas,grah
jijijIvizvas,jIv,,perf,para,desid,jijijīviṣvas,jīv
jijijYAsAna,jYA#1,,perf,atma,desid,jijijñāsāna,jñā#1
jijinvAna,jinv,,perf,atma,,jijinvāna,jinv
jijinvvas,jinv,,perf,para,,jijinvvas,jinv
jijihIrzvas,hf#1,,perf,para,desid,jijihīrṣvas,hṛ#1
jijIvAna,jIv,,perf,atma,,jijīvāna,jīv
jijIvizaRIya,jIv,,fut,pass,desid,jijīviṣaṇīya,jīv
jijIvizat,jIv,,pres,para,desid,jijīviṣat,jīv
jijIvizitavat,jIv,,past,active,desid,jijīviṣitavat,jīv
jijIvizita,jIv,,past,pass,desid,jijīviṣita,jīv
jijIvvas,jIv,,perf,para,,jijīvvas,jīv
jijYAsamAna,jYA#1,,pres,atma,desid,jijñāsamāna,jñā#1
jijYAsitavat,jYA#1,,past,active,desid,jijñāsitavat,jñā#1
jijYAsita,jYA#1,,past,pass,desid,jijñāsita,jñā#1
jijyAna,jyA#1,,perf,atma,,jijyāna,jyā#1
jijyivas,jyA#1,,perf,para,,jijyivas,jyā#1
jitavat,ji,,past,active,,jitavat,ji
jita,ji,,past,pass,,jita,ji
jitya,ji,,fut,pass,,jitya,ji
jinat,jyA#1,9,pres,para,,jinat,jyā#1
jinAna,jyA#1,9,pres,atma,,jināna,jyā#1
jinvat,jinv,1,pres,para,,jinvat,jinv
jinvamAna,jinv,1,pres,atma,,jinvamāna,jinv
jinvitavat,jinv,,past,active,,jinvitavat,jinv
jinvita,jinv,,past,pass,,jinvita,jinv
jinvyamAna,jinv,,pres,pass,,jinvyamāna,jinv
jihiMzvas,hiMs,,perf,para,,jihiṃṣvas,hiṃs
jihiMsAna,hiMs,,perf,atma,,jihiṃsāna,hiṃs
jihikkAna,hikk,,perf,atma,,jihikkāna,hikk
jihikkvas,hikk,,perf,para,,jihikkvas,hikk
jihIrzaRIya,hf#1,,fut,pass,desid,jihīrṣaṇīya,hṛ#1
jihIrzat,hf#1,,pres,para,desid,jihīrṣat,hṛ#1
jihIrzitavat,hf#1,,past,active,desid,jihīrṣitavat,hṛ#1
jihIrzita,hf#1,,past,pass,desid,jihīrṣita,hṛ#1
jihyAna,hA#2,3,pres,atma,,jihyāna,hā#2
jihrIvas,hrI#1,,perf,para,,jihrīvas,hrī#1
jihryat,hrI#1,3,pres,para,,jihryat,hrī#1
jihryARa,hrI#1,3,pres,atma,,jihryāṇa,hrī#1
jihryARa,hrI#1,,perf,atma,,jihryāṇa,hrī#1
jItavat,jyA#1,,past,active,,jītavat,jyā#1
jIta,jyA#1,,past,pass,,jīta,jyā#1
jIyamAna,ji,,pres,pass,,jīyamāna,ji
jIyamAna,jyA#1,,pres,pass,,jīyamāna,jyā#1
jIrRavat,jF,,past,active,,jīrṇavat,jṝ
jIrRa,jF,,past,pass,,jīrṇa,jṝ
jIryat,jF,4,pres,para,,jīryat,jṝ
jIryamAna,jF,4,pres,atma,,jīryamāna,jṝ
jIryamAna,jF,,pres,pass,,jīryamāna,jṝ
jIvat,jIv,1,pres,para,,jīvat,jīv
jIvamAna,jIv,1,pres,atma,,jīvamāna,jīv
jIvitavat,jIv,,past,active,,jīvitavat,jīv
jIvitavya,jIv,,fut,pass,,jīvitavya,jīv
jIvita,jIv,,past,pass,,jīvita,jīv
jIvizyat,jIv,,fut,para,,jīviṣyat,jīv
jIvizyamAna,jIv,,fut,atma,,jīviṣyamāna,jīv
jIvyamAna,jIv,,pres,pass,,jīvyamāna,jīv
jIvya,jIv,,fut,pass,,jīvya,jīv
juguYjAna,guYj,,perf,atma,,juguñjāna,guñj
juguYjvas,guYj,,perf,para,,juguñjvas,guñj
juguRWAna,guRW,,perf,atma,,juguṇṭhāna,guṇṭh
juguRWvas,guRW,,perf,para,,juguṇṭhvas,guṇṭh
jugupAna,gup,,perf,atma,,jugupāna,gup
jugupvas,gup,,perf,para,,jugupvas,gup
jugupsamAna,gup,,pres,atma,desid,jugupsamāna,gup
jugupsitavat,gup,,past,active,desid,jugupsitavat,gup
jugupsita,gup,,past,pass,desid,jugupsita,gup
jugumPAna,gumP,,perf,atma,,jugumphāna,gumph
jugumPvas,gumP,,perf,para,,jugumphvas,gumph
jugurARa,gur,,perf,atma,,jugurāṇa,gur
jugurvas,gur,,perf,para,,jugurvas,gur
juguhAna,guh,,perf,atma,,juguhāna,guh
juguhvas,guh,,perf,para,,juguhvas,guh
juGuzARa,Guz,,perf,atma,,jughuṣāṇa,ghuṣ
juGuzvas,Guz,,perf,para,,jughuṣvas,ghuṣ
juGUrRAna,GUrR,,perf,atma,,jughūrṇāna,ghūrṇ
juGUrRvas,GUrR,,perf,para,,jughūrṇvas,ghūrṇ
jujugupsAna,gup,,perf,atma,desid,jujugupsāna,gup
jujuzARa,juz#1,,perf,atma,,jujuṣāṇa,juṣ#1
jujuzvas,juz#1,,perf,para,,jujuṣvas,juṣ#1
jujuhUzvas,hu,,perf,para,desid,jujuhūṣvas,hu
jujUvas,jU,,perf,para,,jujūvas,jū
jujyutAna,jyut,,perf,atma,,jujyutāna,jyut
jujyutvas,jyut,,perf,para,,jujyutvas,jyut
jujvAna,jU,,perf,atma,,jujvāna,jū
juzat,juz#1,6,pres,para,,juṣat,juṣ#1
juzamAna,juz#1,6,pres,atma,,juṣamāna,juṣ#1
juzwavat,juz#1,,past,active,,juṣṭavat,juṣ#1
juzwa,juz#1,,past,pass,,juṣṭa,juṣ#1
juzyamAna,juz#1,,pres,pass,,juṣyamāna,juṣ#1
juhuvas,hu,,perf,para,,juhuvas,hu
juhUvas,hU,,perf,para,,juhūvas,hū
juhUzaRIya,hu,,fut,pass,desid,juhūṣaṇīya,hu
juhUzat,hu,,pres,para,desid,juhūṣat,hu
juhUzitavat,hu,,past,active,desid,juhūṣitavat,hu
juhUzita,hu,,past,pass,desid,juhūṣita,hu
juhnvAna,hnu,,perf,atma,,juhnvāna,hnu
juhvat,hu,3,pres,para,,juhvat,hu
juhvAna,hu,3,pres,atma,,juhvāna,hu
juhvAna,hu,,perf,atma,,juhvāna,hu
juhvAna,hU,,perf,atma,,juhvāna,hū
jUtavat,jU,,past,active,,jūtavat,jū
jUta,jU,,past,pass,,jūta,jū
jUyamAna,jU,,pres,pass,,jūyamāna,jū
jfmBat,jfmB,1,pres,para,,jṛmbhat,jṛmbh
jfmBamAna,jfmB,1,pres,atma,,jṛmbhamāna,jṛmbh
jfmBitavat,jfmB,,past,active,,jṛmbhitavat,jṛmbh
jfmBita,jfmB,,past,pass,,jṛmbhita,jṛmbh
jfmByamAna,jfmB,,pres,pass,,jṛmbhyamāna,jṛmbh
jfmBya,jfmB,,fut,pass,,jṛmbhya,jṛmbh
jetavya,ji,,fut,pass,,jetavya,ji
jenvanIya,jinv,,fut,pass,,jenvanīya,jinv
jenvitavya,jinv,,fut,pass,,jenvitavya,jinv
jenvizyat,jinv,,fut,para,,jenviṣyat,jinv
jenvizyamAna,jinv,,fut,atma,,jenviṣyamāna,jinv
jenvya,jinv,,fut,pass,,jenvya,jinv
jepAna,jap,,perf,atma,,jepāna,jap
jepivas,jap,,perf,para,,jepivas,jap
jeplAna,jalp,,perf,atma,,jeplāna,jalp
jeplivas,jalp,,perf,para,,jeplivas,jalp
jeBAna,jaB#1,,perf,atma,,jebhāna,jabh#1
jeBAna,jaB#2,,perf,atma,,jebhāna,jabh#2
jeBivas,jaB#1,,perf,para,,jebhivas,jabh#1
jeBivas,jaB#2,,perf,para,,jebhivas,jabh#2
jemAna,jam,,perf,atma,,jemāna,jam
jemivas,jam,,perf,para,,jemivas,jam
jeya,ji,,fut,pass,,jeya,ji
jelAna,jal,,perf,atma,,jelāna,jal
jelivas,jal,,perf,para,,jelivas,jal
jevanIya,jIv,,fut,pass,,jevanīya,jīv
jezkARa,jakz,,perf,atma,,jeṣkāṇa,jakṣ
jezkivas,jakz,,perf,para,,jeṣkivas,jakṣ
jezyat,ji,,fut,para,,jeṣyat,ji
jezyamAna,ji,,fut,atma,,jeṣyamāna,ji
jesAna,jas,,perf,atma,,jesāna,jas
jesivas,jas,,perf,para,,jesivas,jas
jokzyat,juz#1,,fut,para,,jokṣyat,juṣ#1
jokzyamAna,juz#1,,fut,atma,,jokṣyamāna,juṣ#1
joya,jU,,fut,pass,,joya,jū
jozaRIya,juz#1,,fut,pass,,joṣaṇīya,juṣ#1
jozaRIya,juz#1,,fut,pass,caus,joṣaṇīya,juṣ#1
jozayat,juz#1,,pres,para,caus,joṣayat,juṣ#1
jozayamAna,juz#1,,pres,atma,caus,joṣayamāna,juṣ#1
jozayitavya,juz#1,,fut,pass,caus,joṣayitavya,juṣ#1
jozayizyat,juz#1,,fut,para,caus,joṣayiṣyat,juṣ#1
jozayizyamAna,juz#1,,fut,atma,,joṣayiṣyamāna,juṣ#1
jozayizyamAna,juz#1,,fut,atma,caus,joṣayiṣyamāna,juṣ#1
jozitavat,juz#1,,past,active,caus,joṣitavat,juṣ#1
jozita,juz#1,,past,pass,caus,joṣita,juṣ#1
jozwavya,juz#1,,fut,pass,,joṣṭavya,juṣ#1
jozyamAna,juz#1,,pres,pass,caus,joṣyamāna,juṣ#1
jozya,juz#1,,fut,pass,,joṣya,juṣ#1
jozya,juz#1,,fut,pass,caus,joṣya,juṣ#1
johavat,hu,,pres,para,intens,johavat,hu
jYapanIya,jYA#1,,fut,pass,caus,jñapanīya,jñā#1
jYapayat,jYA#1,,pres,para,caus,jñapayat,jñā#1
jYapayamAna,jYA#1,,pres,atma,caus,jñapayamāna,jñā#1
jYapayitavya,jYA#1,,fut,pass,caus,jñapayitavya,jñā#1
jYapayizyat,jYA#1,,fut,para,caus,jñapayiṣyat,jñā#1
jYapayizyamAna,jYA#1,,fut,atma,,jñapayiṣyamāna,jñā#1
jYapayizyamAna,jYA#1,,fut,atma,caus,jñapayiṣyamāna,jñā#1
jYapitavat,jYA#1,,past,active,caus,jñapitavat,jñā#1
jYapita,jYA#1,,past,pass,caus,jñapita,jñā#1
jYapyamAna,jYA#1,,pres,pass,caus,jñapyamāna,jñā#1
jYapya,jYA#1,,fut,pass,caus,jñapya,jñā#1
jYAtavat,jYA#1,,past,active,,jñātavat,jñā#1
jYAtavya,jYA#1,,fut,pass,,jñātavya,jñā#1
jYAta,jYA#1,,past,pass,,jñāta,jñā#1
jYAnIya,jYA#1,,fut,pass,,jñānīya,jñā#1
jYApanIya,jYA#1,,fut,pass,caus,jñāpanīya,jñā#1
jYApayat,jYA#1,,pres,para,caus,jñāpayat,jñā#1
jYApayamAna,jYA#1,,pres,atma,caus,jñāpayamāna,jñā#1
jYApayitavya,jYA#1,,fut,pass,caus,jñāpayitavya,jñā#1
jYApayizyat,jYA#1,,fut,para,caus,jñāpayiṣyat,jñā#1
jYApayizyamAna,jYA#1,,fut,atma,,jñāpayiṣyamāna,jñā#1
jYApayizyamAna,jYA#1,,fut,atma,caus,jñāpayiṣyamāna,jñā#1
jYApitavat,jYA#1,,past,active,caus,jñāpitavat,jñā#1
jYApita,jYA#1,,past,pass,caus,jñāpita,jñā#1
jYApyamAna,jYA#1,,pres,pass,caus,jñāpyamāna,jñā#1
jYApya,jYA#1,,fut,pass,caus,jñāpya,jñā#1
jYAyamAna,jYA#1,,pres,pass,,jñāyamāna,jñā#1
jYAsyat,jYA#1,,fut,para,,jñāsyat,jñā#1
jYAsyamAna,jYA#1,,fut,atma,,jñāsyamāna,jñā#1
jYeya,jYA#1,,fut,pass,,jñeya,jñā#1
jyAtavya,jyA#1,,fut,pass,,jyātavya,jyā#1
jyAnIya,jyA#1,,fut,pass,,jyānīya,jyā#1
jyAsyat,jyA#1,,fut,para,,jyāsyat,jyā#1
jyAsyamAna,jyA#1,,fut,atma,,jyāsyamāna,jyā#1
jyuttavat,jyut,,past,active,,jyuttavat,jyut
jyutta,jyut,,past,pass,,jyutta,jyut
jyutyamAna,jyut,,pres,pass,,jyutyamāna,jyut
jyeya,jyA#1,,fut,pass,,jyeya,jyā#1
jyotat,jyut,1,pres,para,,jyotat,jyut
jyotanIya,jyut,,fut,pass,,jyotanīya,jyut
jyotanIya,jyut,,fut,pass,caus,jyotanīya,jyut
jyotamAna,jyut,1,pres,atma,,jyotamāna,jyut
jyotayat,jyut,,pres,para,caus,jyotayat,jyut
jyotayamAna,jyut,,pres,atma,caus,jyotayamāna,jyut
jyotayitavya,jyut,,fut,pass,caus,jyotayitavya,jyut
jyotayizyat,jyut,,fut,para,caus,jyotayiṣyat,jyut
jyotayizyamAna,jyut,,fut,atma,,jyotayiṣyamāna,jyut
jyotayizyamAna,jyut,,fut,atma,caus,jyotayiṣyamāna,jyut
jyotitavat,jyut,,past,active,caus,jyotitavat,jyut
jyotita,jyut,,past,pass,caus,jyotita,jyut
jyottavya,jyut,,fut,pass,,jyottavya,jyut
jyotyamAna,jyut,,pres,pass,caus,jyotyamāna,jyut
jyotya,jyut,,fut,pass,,jyotya,jyut
jyotya,jyut,,fut,pass,caus,jyotya,jyut
jyotsyat,jyut,,fut,para,,jyotsyat,jyut
jyotsyamAna,jyut,,fut,atma,,jyotsyamāna,jyut
jvaraRIya,jvar,,fut,pass,,jvaraṇīya,jvar
jvarat,jvar,1,pres,para,,jvarat,jvar
jvaramAna,jvar,1,pres,atma,,jvaramāna,jvar
jvaritavya,jvar,,fut,pass,,jvaritavya,jvar
jvarizyat,jvar,,fut,para,,jvariṣyat,jvar
jvarizyamAna,jvar,,fut,atma,,jvariṣyamāna,jvar
jvartavat,jvar,,past,active,,jvartavat,jvar
jvarta,jvar,,past,pass,,jvarta,jvar
jvaryamAna,jvar,,pres,pass,,jvaryamāna,jvar
jvarya,jvar,,fut,pass,,jvarya,jvar
jvalat,jval,1,pres,para,,jvalat,jval
jvalanIya,jval,,fut,pass,,jvalanīya,jval
jvalamAna,jval,1,pres,atma,,jvalamāna,jval
jvalitavat,jval,,past,active,,jvalitavat,jval
jvalitavya,jval,,fut,pass,,jvalitavya,jval
jvalita,jval,,past,pass,,jvalita,jval
jvalizyat,jval,,fut,para,,jvaliṣyat,jval
jvalizyamAna,jval,,fut,atma,,jvaliṣyamāna,jval
jvalyamAna,jval,,pres,pass,,jvalyamāna,jval
jvalya,jval,,fut,pass,,jvalya,jval
wizWIvAna,zWIv,,perf,atma,,ṭiṣṭhīvāna,ṣṭhīv
wizWIvvas,zWIv,,perf,para,,ṭiṣṭhīvvas,ṣṭhīv
qambanIya,qamb,,fut,pass,,ḍambanīya,ḍamb
qambayat,qamb,10,pres,para,,ḍambayat,ḍamb
qambayamAna,qamb,10,pres,atma,,ḍambayamāna,ḍamb
qambayitavya,qamb,,fut,pass,,ḍambayitavya,ḍamb
qambayizyat,qamb,,fut,para,,ḍambayiṣyat,ḍamb
qambayizyamAna,qamb,,fut,atma,,ḍambayiṣyamāna,ḍamb
qambitavat,qamb,,past,active,,ḍambitavat,ḍamb
qambita,qamb,,past,pass,,ḍambita,ḍamb
qambyamAna,qamb,,pres,pass,,ḍambyamāna,ḍamb
qambya,qamb,,fut,pass,,ḍambya,ḍamb
qayat,qI,1,pres,para,,ḍayat,ḍī
qayanIya,qI,,fut,pass,,ḍayanīya,ḍī
qayamAna,qI,1,pres,atma,,ḍayamāna,ḍī
qayitavya,qI,,fut,pass,,ḍayitavya,ḍī
qayizyat,qI,,fut,para,,ḍayiṣyat,ḍī
qayizyamAna,qI,,fut,atma,,ḍayiṣyamāna,ḍī
qiqIvas,qI,,perf,para,,ḍiḍīvas,ḍī
qiqyAna,qI,,perf,atma,,ḍiḍyāna,ḍī
qInavat,qI,,past,active,,ḍīnavat,ḍī
qIna,qI,,past,pass,,ḍīna,ḍī
qIyat,qI,4,pres,para,,ḍīyat,ḍī
qIyamAna,qI,4,pres,atma,,ḍīyamāna,ḍī
qIyamAna,qI,,pres,pass,,ḍīyamāna,ḍī
qebmAna,qamb,,perf,atma,,ḍebmāna,ḍamb
qebmivas,qamb,,perf,para,,ḍebmivas,ḍamb
qeya,qI,,fut,pass,,ḍeya,ḍī
taMsyat,tam,,fut,para,,taṃsyat,tam
taMsyamAna,tam,,fut,atma,,taṃsyamāna,tam
takat,tak,2,pres,para,,takat,tak
takanIya,tak,,fut,pass,,takanīya,tak
takAna,tak,2,pres,atma,,takāna,tak
takitavya,tak,,fut,pass,,takitavya,tak
takizyat,tak,,fut,para,,takiṣyat,tak
takizyamAna,tak,,fut,atma,,takiṣyamāna,tak
taktavat,tak,,past,active,,taktavat,tak
takta,tak,,past,pass,,takta,tak
takyamAna,tak,,pres,pass,,takyamāna,tak
takya,tak,,fut,pass,,takya,tak
takzaRIya,takz,,fut,pass,,takṣaṇīya,takṣ
takzat,takz,1,pres,para,,takṣat,takṣ
takzamAna,takz,1,pres,atma,,takṣamāna,takṣ
takzyat,takz,,fut,para,,takṣyat,takṣ
takzyamAna,takz,,fut,atma,,takṣyamāna,takṣ
takzyamAna,takz,,pres,pass,,takṣyamāna,takṣ
takzya,takz,,fut,pass,,takṣya,takṣ
taNkat,tak,7,pres,para,,taṅkat,tak
taNkAna,tak,7,pres,atma,,taṅkāna,tak
taqanIya,taq,,fut,pass,,taḍanīya,taḍ
taqya,taq,,fut,pass,,taḍya,taḍ
tatarARa,tF,,perf,atma,,tatarāṇa,tṝ
tatarvas,tF,,perf,para,,tatarvas,tṝ
tatavat,tan#1,,past,active,,tatavat,tan#1
tata,tan#1,,past,pass,,tata,tan#1
tatfdAna,tfd,,perf,atma,,tatṛdāna,tṛd
tatfdvas,tfd,,perf,para,,tatṛdvas,tṛd
tatfpARa,tfp#1,,perf,atma,,tatṛpāṇa,tṛp#1
tatfpvas,tfp#1,,perf,para,,tatṛpvas,tṛp#1
tatfzARa,tfz,,perf,atma,,tatṛṣāṇa,tṛṣ
tatfzvas,tfz,,perf,para,,tatṛṣvas,tṛṣ
tatyajAna,tyaj#1,,perf,atma,,tatyajāna,tyaj#1
tatyajvas,tyaj#1,,perf,para,,tatyajvas,tyaj#1
tatrapARa,trap,,perf,atma,,tatrapāṇa,trap
tatrapvas,trap,,perf,para,,tatrapvas,trap
tatrasAna,tras,,perf,atma,,tatrasāna,tras
tatrasvas,tras,,perf,para,,tatrasvas,tras
tatrARa,trE,,perf,atma,,tatrāṇa,trai
tatrivas,trE,,perf,para,,tatrivas,trai
tatvakzARa,tvakz,,perf,atma,,tatvakṣāṇa,tvakṣ
tatvakzvas,tvakz,,perf,para,,tatvakṣvas,tvakṣ
tatvarARa,tvar,,perf,atma,,tatvarāṇa,tvar
tatvarvas,tvar,,perf,para,,tatvarvas,tvar
tananIya,tan#1,,fut,pass,,tananīya,tan#1
tananIya,tan#2,,fut,pass,,tananīya,tan#2
tanitavya,tan#1,,fut,pass,,tanitavya,tan#1
tanitavya,tan#2,,fut,pass,,tanitavya,tan#2
tanizyat,tan#1,,fut,para,,taniṣyat,tan#1
tanizyat,tan#2,,fut,para,,taniṣyat,tan#2
tanizyamAna,tan#1,,fut,atma,,taniṣyamāna,tan#1
tanizyamAna,tan#2,,fut,atma,,taniṣyamāna,tan#2
tanuvat,tan#1,5,pres,para,,tanuvat,tan#1
tantavat,tan#2,,past,active,,tantavat,tan#2
tantavya,tam,,fut,pass,,tantavya,tam
tanta,tan#2,,past,pass,,tanta,tan#2
tantraRIya,tantr,,fut,pass,,tantraṇīya,tantr
tantrayat,tantr,10,pres,para,,tantrayat,tantr
tantrayamAna,tantr,10,pres,atma,,tantrayamāna,tantr
tantrayitavya,tantr,,fut,pass,,tantrayitavya,tantr
tantrayizyat,tantr,,fut,para,,tantrayiṣyat,tantr
tantrayizyamAna,tantr,,fut,atma,,tantrayiṣyamāna,tantr
tantritavat,tantr,,past,active,,tantritavat,tantr
tantrita,tantr,,past,pass,,tantrita,tantr
tantryamAna,tantr,,pres,pass,,tantryamāna,tantr
tantrya,tantr,,fut,pass,,tantrya,tantr
tandraRIya,tandr,,fut,pass,,tandraṇīya,tandr
tandraRIya,tandr,,fut,pass,caus,tandraṇīya,tandr
tandrat,tandr,1,pres,para,,tandrat,tandr
tandramAna,tandr,1,pres,atma,,tandramāna,tandr
tandrayat,tandr,,pres,para,caus,tandrayat,tandr
tandrayamAna,tandr,,pres,atma,caus,tandrayamāna,tandr
tandrayitavya,tandr,,fut,pass,caus,tandrayitavya,tandr
tandrayizyat,tandr,,fut,para,caus,tandrayiṣyat,tandr
tandrayizyamAna,tandr,,fut,atma,,tandrayiṣyamāna,tandr
tandrayizyamAna,tandr,,fut,atma,caus,tandrayiṣyamāna,tandr
tandritavat,tandr,,past,active,,tandritavat,tandr
tandritavat,tandr,,past,active,caus,tandritavat,tandr
tandritavya,tandr,,fut,pass,,tandritavya,tandr
tandrita,tandr,,past,pass,,tandrita,tandr
tandrita,tandr,,past,pass,caus,tandrita,tandr
tandrizyat,tandr,,fut,para,,tandriṣyat,tandr
tandrizyamAna,tandr,,fut,atma,,tandriṣyamāna,tandr
tandryamAna,tandr,,pres,pass,,tandryamāna,tandr
tandryamAna,tandr,,pres,pass,caus,tandryamāna,tandr
tandrya,tandr,,fut,pass,,tandrya,tandr
tandrya,tandr,,fut,pass,caus,tandrya,tandr
tanyat,tan#2,4,pres,para,,tanyat,tan#2
tanyamAna,tan#1,,pres,pass,,tanyamāna,tan#1
tanyamAna,tan#2,4,pres,atma,,tanyamāna,tan#2
tanyamAna,tan#2,,pres,pass,,tanyamāna,tan#2
tanya,tan#1,,fut,pass,,tanya,tan#1
tanya,tan#2,,fut,pass,,tanya,tan#2
tanvAna,tan#1,5,pres,atma,,tanvāna,tan#1
tapat,tap,1,pres,para,,tapat,tap
tapanIya,tap,,fut,pass,,tapanīya,tap
tapamAna,tap,1,pres,atma,,tapamāna,tap
tapasanIya,tapas#2,,fut,pass,,tapasanīya,tapas#2
tapastavat,tapas#2,,past,active,,tapastavat,tapas#2
tapasta,tapas#2,,past,pass,,tapasta,tapas#2
tapasyat,tapas#2,10,pres,para,,tapasyat,tapas#2
tapasyamAna,tapas#2,10,pres,atma,,tapasyamāna,tapas#2
tapasya,tapas#2,,fut,pass,,tapasya,tapas#2
tapasyitavya,tapas#2,,fut,pass,,tapasyitavya,tapas#2
tapasyizyat,tapas#2,,fut,para,,tapasyiṣyat,tapas#2
tapasyizyamAna,tapas#2,,fut,atma,,tapasyiṣyamāna,tapas#2
tapitavat,tap,,past,active,,tapitavat,tap
tapitavya,tap,,fut,pass,,tapitavya,tap
tapita,tap,,past,pass,,tapita,tap
tapizyat,tap,,fut,para,,tapiṣyat,tap
tapizyamAna,tap,,fut,atma,,tapiṣyamāna,tap
taptavat,tap,,past,active,,taptavat,tap
taptavya,tap,,fut,pass,,taptavya,tap
tapta,tap,,past,pass,,tapta,tap
tapyat,tap,4,pres,para,,tapyat,tap
tapyamAna,tap,4,pres,atma,,tapyamāna,tap
tapyamAna,tap,,pres,pass,,tapyamāna,tap
tapya,tap,,fut,pass,,tapya,tap
tapsyat,tap,,fut,para,,tapsyat,tap
tapsyamAna,tap,,fut,atma,,tapsyamāna,tap
tamanIya,tam,,fut,pass,,tamanīya,tam
tamitavat,tam,,past,active,,tamitavat,tam
tamita,tam,,past,pass,,tamita,tam
tamyamAna,tam,,pres,pass,,tamyamāna,tam
tamya,tam,,fut,pass,,tamya,tam
taraRIya,tF,,fut,pass,,taraṇīya,tṝ
tarat,tF,1,pres,para,,tarat,tṝ
taramAna,tF,1,pres,atma,,taramāna,tṝ
taritavya,tF,,fut,pass,,taritavya,tṝ
tarizyat,tF,,fut,para,,tariṣyat,tṝ
tarizyamAna,tF,,fut,atma,,tariṣyamāna,tṝ
tarItavya,tF,,fut,pass,,tarītavya,tṝ
tarIzyat,tF,,fut,para,,tarīṣyat,tṝ
tarIzyamAna,tF,,fut,atma,,tarīṣyamāna,tṝ
taruRayizyat,taruR,,fut,para,,taruṇayiṣyat,taruṇ
taruRayizyamAna,taruR,,fut,atma,,taruṇayiṣyamāna,taruṇ
taruRAyat,taruR,10,pres,para,,taruṇāyat,taruṇ
taruRAyamAna,taruR,10,pres,atma,,taruṇāyamāna,taruṇ
taruRAyitavya,taruR,,fut,pass,,taruṇāyitavya,taruṇ
taruRtavat,taruR,,past,active,,taruṇtavat,taruṇ
taruRta,taruR,,past,pass,,taruṇta,taruṇ
taruRyamAna,taruR,,pres,pass,,taruṇyamāna,taruṇ
taroRanIya,taruR,,fut,pass,,taroṇanīya,taruṇ
taroRya,taruR,,fut,pass,,taroṇya,taruṇ
tarkaRIya,tark,,fut,pass,,tarkaṇīya,tark
tarkayat,tark,10,pres,para,,tarkayat,tark
tarkayamAna,tark,10,pres,atma,,tarkayamāna,tark
tarkayitavya,tark,,fut,pass,,tarkayitavya,tark
tarkayizyat,tark,,fut,para,,tarkayiṣyat,tark
tarkayizyamAna,tark,,fut,atma,,tarkayiṣyamāna,tark
tarkitavat,tark,,past,active,,tarkitavat,tark
tarkita,tark,,past,pass,,tarkita,tark
tarktavya,tarj,,fut,pass,,tarktavya,tarj
tarkyamAna,tark,,pres,pass,,tarkyamāna,tark
tarkya,tark,,fut,pass,,tarkya,tark
tarkzyat,tarj,,fut,para,,tarkṣyat,tarj
tarkzyat,tfz,,fut,para,,tarkṣyat,tṛṣ
tarkzyamAna,tarj,,fut,atma,,tarkṣyamāna,tarj
tarkzyamAna,tfz,,fut,atma,,tarkṣyamāna,tṛṣ
tarjat,tarj,1,pres,para,,tarjat,tarj
tarjanIya,tarj,,fut,pass,,tarjanīya,tarj
tarjanIya,tarj,,fut,pass,caus,tarjanīya,tarj
tarjamAna,tarj,1,pres,atma,,tarjamāna,tarj
tarjayat,tarj,,pres,para,caus,tarjayat,tarj
tarjayamAna,tarj,,pres,atma,caus,tarjayamāna,tarj
tarjayitavya,tarj,,fut,pass,caus,tarjayitavya,tarj
tarjayizyat,tarj,,fut,para,caus,tarjayiṣyat,tarj
